date,flow,CER-BiLSTM
2018-08-31,1214.9032258064517,1391.5232
2018-09-30,1999.0666666666664,2163.4172
2018-10-31,1327.225806451613,1505.8743
2018-11-30,735.7,744.20056
2018-12-31,668.8064516129032,347.48233
2019-01-31,471.8387096774193,248.47473
2019-02-28,426.75,257.3343
2019-03-31,481.8064516129031,299.67026
2019-04-30,670.4666666666667,547.6222
2019-05-31,884.1290322580644,798.4448
2019-06-30,1016.3000000000001,1690.2888
2019-07-31,1247.9354838709678,2229.5095
2019-08-31,1214.9032258064517,1573.8271
2019-09-30,1999.0666666666664,1801.3662
2019-10-31,1327.225806451613,1458.4762
2019-11-30,735.7,776.4907
2019-12-31,668.8064516129032,351.45056
